timestamp,participant,experiment,condition,trial,mode,response_format,n_items,serial_position,region,presented_item,response_at_position,free_recalled,serial_correct,substitution,interval_s,delay_s,chunk_label
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,1,start,A,M,1.0,0,M,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,2,start,S,U,1.0,0,U,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,3,start,H,Z,1.0,0,Z,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,4,start,E,I,1.0,0,I,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,5,start,L,D,1.0,0,D,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,6,start,C,A,1.0,0,A,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,7,middle,J,I,1.0,0,I,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,8,middle,I,F,1.0,0,F,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,9,middle,A,D,1.0,0,D,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,10,middle,F,A,1.0,0,A,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,11,middle,D,H,1.0,0,H,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,12,end,M,S,1.0,0,S,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,13,end,U,E,1.0,0,E,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,14,end,Z,L,1.0,0,L,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,15,end,I,C,1.0,0,C,3.0,0,
2026-09-14T15:00:26,Bert,free_recall,baseline,2,visual,letters,16,16,end,D,J,1.0,0,J,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,1,start,Q,Q,1.0,1,,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,2,start,K,Q,1.0,0,Q,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,3,start,M,Q,1.0,0,Q,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,4,start,J,Q,0.0,0,Q,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,5,start,B,K,0.0,0,K,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,6,start,B,K,0.0,0,K,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,7,middle,U,Z,1.0,0,Z,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,8,middle,Q,Z,1.0,0,Z,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,9,middle,N,N,1.0,1,,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,10,middle,K,M,1.0,0,M,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,11,middle,Z,U,1.0,0,U,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,12,end,Q,S,1.0,0,S,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,13,end,S,L,1.0,0,L,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,14,end,Z,,1.0,0,,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,15,end,B,,0.0,0,,3.0,0,
2026-09-14T15:02:00,Bert,free_recall,baseline,3,visual,letters,16,16,end,Q,,1.0,0,,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,1,start,I,D,1.0,0,D,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,2,start,L,S,1.0,0,S,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,3,start,O,L,0.0,0,L,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,4,start,D,J,1.0,0,J,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,5,start,U,E,1.0,0,E,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,6,start,Q,Q,1.0,1,,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,7,middle,U,U,1.0,1,,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,8,middle,Z,I,1.0,0,I,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,9,middle,I,Z,1.0,0,Z,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,10,middle,R,I,1.0,0,I,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,11,middle,P,L,1.0,0,L,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,12,end,D,U,1.0,0,U,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,13,end,S,D,1.0,0,D,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,14,end,L,P,1.0,0,P,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,15,end,J,R,1.0,0,R,3.0,0,
2026-09-14T15:03:18,Bert,free_recall,baseline,4,visual,letters,16,16,end,E,,1.0,0,,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,1,start,E,C,1.0,0,C,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,2,start,L,R,1.0,0,R,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,3,start,Z,O,1.0,0,O,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,4,start,G,K,1.0,0,K,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,5,start,Y,O,0.0,0,O,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,6,start,S,J,0.0,0,J,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,7,middle,W,V,1.0,0,V,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,8,middle,O,X,1.0,0,X,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,9,middle,O,L,1.0,0,L,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,10,middle,K,E,1.0,0,E,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,11,middle,J,G,1.0,0,G,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,12,end,V,L,1.0,0,L,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,13,end,X,Z,1.0,0,Z,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,14,end,L,W,1.0,0,W,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,15,end,C,,1.0,0,,3.0,0,
2026-09-14T15:04:57,Bert,free_recall,baseline,5,visual,letters,16,16,end,R,,1.0,0,,3.0,0,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,1,start,U,U,0.5,1,,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,2,start,W,R,1.0,0,R,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,3,start,R,W,1.0,0,W,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,4,start,X,Q,1.0,0,Q,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,5,start,U,W,0.5,0,W,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,6,start,M,S,0.0,0,S,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,7,middle,F,T,0.0,0,T,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,8,middle,W,B,1.0,0,B,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,9,middle,T,D,1.0,0,D,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,10,middle,B,L,1.0,0,L,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,11,middle,V,O,0.0,0,O,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,12,end,Q,K,1.0,0,K,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,13,end,S,N,1.0,0,N,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,14,end,K,X,1.0,0,X,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,15,end,Y,Z,0.0,0,Z,3.0,60,
2026-09-14T15:12:27,Bert,free_recall,unfilled_delay,1,visual,letters,16,16,end,C,X,0.0,0,X,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,1,start,Z,Z,1.0,1,,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,2,start,P,P,1.0,1,,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,3,start,J,J,1.0,1,,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,4,start,Q,P,1.0,0,P,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,5,start,U,J,1.0,0,J,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,6,start,D,Q,0.0,0,Q,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,7,middle,Y,U,0.0,0,U,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,8,middle,T,A,1.0,0,A,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,9,middle,A,H,1.0,0,H,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,10,middle,H,W,1.0,0,W,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,11,middle,W,Z,1.0,0,Z,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,12,end,R,X,0.0,0,X,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,13,end,F,C,0.0,0,C,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,14,end,P,T,1.0,0,T,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,15,end,J,H,1.0,0,H,3.0,60,
2026-09-14T15:15:43,Bert,free_recall,unfilled_delay,2,visual,letters,16,16,end,K,L,0.0,0,L,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,1,start,O,Z,1.0,0,Z,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,2,start,H,D,1.0,0,D,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,3,start,Y,P,1.0,0,P,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,4,start,Y,M,1.0,0,M,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,5,start,A,J,1.0,0,J,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,6,start,Q,R,0.0,0,R,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,7,middle,A,O,1.0,0,O,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,8,middle,L,H,0.5,0,H,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,9,middle,J,Y,0.5,0,Y,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,10,middle,Z,Y,1.0,0,Y,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,11,middle,D,A,1.0,0,A,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,12,end,P,A,1.0,0,A,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,13,end,L,L,0.5,1,,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,14,end,M,,1.0,0,,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,15,end,J,,0.5,0,,3.0,60,
2026-09-14T15:18:20,Bert,free_recall,unfilled_delay,3,visual,letters,16,16,end,R,,1.0,0,,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,1,start,V,V,1.0,1,,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,2,start,W,W,1.0,1,,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,3,start,O,O,1.0,1,,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,4,start,M,M,0.666667,1,,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,5,start,M,M,0.666667,1,,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,6,start,R,R,1.0,1,,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,7,middle,T,A,1.0,0,A,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,8,middle,A,T,1.0,0,T,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,9,middle,R,R,1.0,1,,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,10,middle,E,Z,1.0,0,Z,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,11,middle,F,X,1.0,0,X,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,12,end,M,L,0.666667,0,L,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,13,end,Z,E,0.5,0,E,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,14,end,W,F,1.0,0,F,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,15,end,Z,D,0.5,0,D,3.0,60,
2026-09-14T15:21:10,Bert,free_recall,unfilled_delay,4,visual,letters,16,16,end,X,W,1.0,0,W,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,1,start,P,P,1.0,1,,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,2,start,R,R,0.5,1,,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,3,start,V,V,1.0,1,,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,4,start,M,M,1.0,1,,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,5,start,F,F,1.0,1,,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,6,start,M,M,1.0,1,,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,7,middle,G,G,1.0,1,,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,8,middle,D,M,0.0,0,M,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,9,middle,X,I,0.0,0,I,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,10,middle,I,P,1.0,0,P,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,11,middle,R,Z,0.5,0,Z,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,12,end,M,S,1.0,0,S,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,13,end,P,F,1.0,0,F,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,14,end,I,Y,1.0,0,Y,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,15,end,Z,T,1.0,0,T,3.0,60,
2026-09-14T15:23:56,Bert,free_recall,unfilled_delay,5,visual,letters,16,16,end,C,I,0.0,0,I,3.0,60,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,1,start,S,M,0.0,0,M,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,2,start,V,L,0.5,0,L,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,3,start,T,C,1.0,0,C,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,4,start,B,B,0.666667,1,,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,5,start,I,Q,0.0,0,Q,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,6,start,Z,Z,1.0,1,,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,7,middle,Z,Z,1.0,1,,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,8,middle,V,V,0.5,1,,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,9,middle,X,B,0.0,0,B,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,10,middle,B,A,0.666667,0,A,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,11,middle,I,R,0.0,0,R,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,12,end,M,P,1.0,0,P,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,13,end,L,Q,1.0,0,Q,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,14,end,C,L,1.0,0,L,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,15,end,B,T,0.666667,0,T,1.0,0,
2026-09-14T15:26:19,Bert,free_recall,fast_rate,1,visual,letters,16,16,end,Q,A,1.0,0,A,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,1,start,F,Z,1.0,0,Z,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,2,start,V,F,0.5,0,F,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,3,start,H,S,0.5,0,S,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,4,start,S,D,1.0,0,D,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,5,start,Z,V,1.0,0,V,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,6,start,T,T,1.0,1,,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,7,middle,A,H,1.0,0,H,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,8,middle,E,I,1.0,0,I,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,9,middle,J,I,1.0,0,I,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,10,middle,N,J,1.0,0,J,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,11,middle,T,N,1.0,0,N,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,12,end,I,T,1.0,0,T,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,13,end,P,L,1.0,0,L,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,14,end,V,P,0.5,0,P,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,15,end,H,A,0.5,0,A,1.0,0,
2026-09-14T15:27:05,Bert,free_recall,fast_rate,2,visual,letters,16,16,end,I,E,1.0,0,E,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,1,start,G,C,1.0,0,C,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,2,start,C,G,1.0,0,G,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,3,start,Y,Y,1.0,1,,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,4,start,H,H,1.0,1,,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,5,start,A,A,1.0,1,,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,6,start,Y,Y,1.0,1,,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,7,middle,K,N,0.0,0,N,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,8,middle,E,C,1.0,0,C,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,9,middle,P,L,1.0,0,L,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,10,middle,D,A,0.0,0,A,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,11,middle,U,Y,0.0,0,Y,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,12,end,Y,F,1.0,0,F,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,13,end,Z,P,0.0,0,P,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,14,end,N,E,1.0,0,E,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,15,end,C,S,1.0,0,S,1.0,0,
2026-09-14T15:28:13,Bert,free_recall,fast_rate,3,visual,letters,16,16,end,L,L,1.0,1,,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,1,start,C,L,1.0,0,L,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,2,start,Z,M,1.0,0,M,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,3,start,L,C,1.0,0,C,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,4,start,M,Z,1.0,0,Z,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,5,start,G,F,1.0,0,F,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,6,start,E,O,1.0,0,O,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,7,middle,I,Z,1.0,0,Z,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,8,middle,J,B,1.0,0,B,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,9,middle,S,J,1.0,0,J,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,10,middle,T,G,1.0,0,G,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,11,middle,F,G,1.0,0,G,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,12,end,O,E,1.0,0,E,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,13,end,Z,J,1.0,0,J,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,14,end,B,S,1.0,0,S,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,15,end,J,T,1.0,0,T,1.0,0,
2026-09-14T15:28:48,Bert,free_recall,fast_rate,4,visual,letters,16,16,end,G,I,1.0,0,I,1.0,0,
2026-09-14T15:29:28,Bert,free_recall,fast_rate,5,visual,letters,16,1,start,Y,W,0.0,0,W,1.0,0,
